,title,content,publication,label
10,YIKES! HILLARY GOES OFF THE RAILS…Pulls A Howard Dean [Video], ,100percentfedup,fake
11,SAY GOODBYE! These 23 Hollywood Celebs Threatened To Leave The U.S....Let's Hold Them To It! » 100percentfedUp.com,"
Who? Comedian.
Where would she move? Spain. “I did buy a house in another country just in case, so all of these people that threaten to leave the country and then don’t, I will leave the country,” she said on Live with Kelly and Michael.
(Weirdly, she called Trump charming in the same interview.)
3. Neve Campbell
Who? House of Cards actress.
Where would she move? Canada.
“His honesty is terrifying,” she told Huffington Post UK.
4. Barry Diller
Who? Founder of IAC Interactive.
Where would he move? Unspecified.
“If Donald Trump doesn’t fall, I’ll either move out of the country or join the resistance,” he told Bloomberg.
5. Lena Dunham
Who? Creator of Girls.
Where would she move? Vancouver.
“I know a lot of people have been threatening to do this, but I really will,” she said at the Matrix Awards.
6. Keegan-Michael Key
Who? Star of Key & Peele.
Where would he move? Canada.
“It’s easy. It’s like 10 minutes from Detroit and that’s where I’m from,” he told TMZ.
7. Chloë Sevigny
Who? Actress and guest star in Portlandia.
Where would she move? Nova Scotia.
She answered simply, “Nova Scotia” to a question of where she would move if Trump were elected.
8. Al Sharpton
Who? Activist.
Where would he move? Out of here.
“If Donald Trump is the nominee, I’m open to support anyone, while I’m also reserving my ticket out of here if he wins,” he said at a press conference.
9. Natasha Lyonne
Who? Actress in Orange Is the New Black.
Where would she move? A mental hospital.
“[I’ll move] to a mental hospital for a while because you’re like ‘why is this happening?’” she said.
10. Eddie Griffin
Who? Comedian.
Where would he move? Africa.
“He’s good at making money, but he’s ignorant…If Trump wins, I’m moving to Africa,” he told DJ Vlad.
11. Spike Lee
Who? Director of Malcolm X.
Where would he move? …Brooklyn.
If Trump wins, he’ll be “moving back to the republic of Brooklyn, New York,” he reported to Vanity Fair.
12. Amber Rose
Who? Model.
Where would she move? Unspecified.
“I can’t even think about it! I’m moving, I’m out! I can’t. And I am taking my son with me!” she told US Weekly.
13. Samuel L. Jackson
Who? Actor.
Where would he move? South Africa.
“He’s just running for popularity. C’mon, just let it go,” he said on The View.
14. Cher
Where would she move? Jupiter
“IF HE WERE TO BE ELECTED, IM MOVING TO JUPITER >:|” she tweeted.
15. George Lopez
Who? Comedian and star of George Lopez.
Where would he move? Mexico.
“If he wins, he won’t have to worry about immigration, we’ll all go back,” he told TMZ.
16. Barbra Streisand
Who? Singer.
Where would she move? Australia or Canada.
“He has no facts. I don’t know, I can’t believe it. I’m either coming to your country [Australia], if you’ll let me in, or Canada,” she told Australian journalist Michael Usher.
17. Raven-Symoné
Who? Actress and host of The View.
Where would she move? Canada.
“My confession for this election is if any Republican gets nominated, I’m going to move to Canada with my entire family. I already have my ticket,” she said on The View.
Note: Her leaving was contingent on any Republican candidate winning the election–not just Trump.
18. Whoopi Goldberg
Who? Actress and host of The View.
Where would she move? Unspecified.
“I don’t want it to be America. Maybe it’s time for me to move, you know,” she said.
19. Omari Hardwick
Who? Actor in Power.
Where would he move? Italy.
“I’ll move from Denver to Italy… If Donald Trump wins the presidency, I’m out,” he told The Wrap.
20. Miley Cyrus
Who? Pop star.
Where would she move? Unspecified.
“My heart is broken into a 1 pieces…I am moving if this is my president! I don’t say things I don’t mean!” she wrote in an Instagram post.
21. Ruth Bader Ginsburg
Who? Supreme Court Justice.
Where would she move? New Zealand.
“I can’t imagine what the country would be with Donald Trump as our president… Now it’s time for us to move to New Zealand,” she told The New York Times.
22. Amy Schumer
Who? Comedian and actress.
Where would she move? Spain.
“I will need to learn to speak Spanish because I will move to Spain or somewhere… It’s beyond my comprehension if Trump won. It’s too crazy,” she told BBC Newsnight.
23. Katie Hopkins ",100percentfedup,fake
12,NOT KIDDING: Colleges Give Students “Safe Spaces” To Cry Over Trump Win…Threaten Students Over Pro-Trump “Chalkings”,"Students expressed their “fear” over a Trump presidency in messages to each other that were being shared on Twitter today: “Literally scared for their lives” is the new “literally Hitler”. #NotMyPresident pic.twitter.com/8cKfQdF2Ce
— Paul Joseph Watson (@PrisonPlanet) November 9, 2016
And finally, this ridiculous and totally biased email was sent from University of Michigan President to the students offering them assistance to help them through the results of our Presidential election last night. The President wants to ensure the students that the university remains committed to their “most important responsibility” at their school which is apparently, “to remain committed to education, discovery and intellectual honesty – and to diversity, equity and inclusion.”:
To All Members of the University Community:
As I’m sure many of you did, I watched the election coverage late into the night, and had the opportunity to visit with students and staff at a results-watching event sponsored by the Ginsberg Center at the Michigan Union. It will take quite some time to completely absorb the results from yesterday’s election, understand the full implications, and discern the long-term impact on our university and our nation . More immediately, in the aftermath of a close and highly contentious election we continue to embrace our most important responsibility as a university community. Our responsibility is to remain committed to education, discovery and intellectual honesty – and to diversity, equity and inclusion. We are at our best when we come together to engage respectfully across our ideological differences; to support ALL who feel marginalized, threatened or unwelcome; and to pursue knowledge and understanding, as we always have, as the students, faculty and staff of the University of Michigan. There are reports of members of our community offering support to one another. Students are planning a vigil tonight on the Diag at 6 p.m. Our Center for Research on Teaching and Learning also has numerous resources available for faculty seeking help in cultivating classroom environments that are responsive to national issues. I also want to make everyone aware of some of the plans and events we have had in place for today and beyond. · Our Gerald R. Ford School of Public Policy is holding a Post-Election Analysis from 4 to 5:30 p.m. today in the Weill Hall’s Annenberg Auditorium. Speakers include former U.S. Congressman John Dingell, former Ambassador Ron Weiser, and faculty members Mara Ostfeld, Betsey Stevenson and Marina Whitman. · Our History Department has organized a community discussion led by faculty and students to include historical perspectives at 6 p.m. tonight in 1014 Tisch Hall. · The Office of Student Life will provide resources and referrals for support on campus to students, faculty and staff at a location in the Michigan Union’s Willis Ward Lounge. It will be open today from 11 a.m. to 4 p.m. · Our Office of Multi-Ethnic Student Affairs is offering an open space of support to help members of our community connect during open hours today. MESA’s office is in the Michigan Union, Room 2202. · Tomorrow, our Ginsberg Center and Counseling and Psychological Services office is facilitating a Post-election Dialogue: Impact, Perspective-taking, and Moving Forward. This event is part of the Student Life Professional Development Conference at 1 – 2 p.m. in the Michigan League’s Henderson Room. I know that other schools, colleges and offices across our campus are planning events as well. I thank everyone who is helping us come together and ask anyone scheduling a post election event post it on the University of Michigan Events Calendar. I hope all of us will continue to proudly embrace the opportunities before us as the students, faculty and staff of a great public research university governed by the people. Elections are often times of great change, but the values we stand for at U-M have been shaped over the course of nearly 200 years. Our mission remains as essential for society as ever: “…to serve the people of Michigan and the world through preeminence in creating, communicating, preserving and applying knowledge, art, and academic values, and in developing leaders and citizens who will challenge the present and enrich the future.” I look forward to working together with all of you to advance the work we do in service of the public – and to ensure that the University of Michigan will always be a welcoming place for all members of society. Sincerely,
Mark Schlissel President  ",100percentfedup,fake
13,BOOM! MATH SHOWS Trump Would Have Beaten Obama In Romney-Obama Election » 100percentfedUp.com,"Email For Republican politicians like Ohio Governor John Kasich who refused to get behind Donald J. Trump…it turns out Trump was right…he didn’t need you. In spite of the massive media force who came out against him, and the ‘never Trumpers’ from his own party who worked very hard to defeat him, if Obama was running against Donald J. Trump today, Trump would have beaten him…
It’s easy to glance at Tuesday’s popular vote — which, with 92 percent of all precincts reporting, shows Hillary Clinton with six million fewer votes than Barack Obama won in 2012 – and reach the conclusion that Clinton lost the White House because she failed to turn out the Democratic base. But the truth is much more complicated. While she underperformed relative to Obama’s 2012 totals in several Midwestern states — Ohio, Michigan, Iowa, and Wisconsin — Clinton ran virtually even with Obama in the battlegrounds of Pennsylvania, North Carolina, Virginia, Nevada, and New Hampshire. What’s more, she far surpassed Obama’s 2012 vote total in Florida, the country’s biggest swing state. Yet somehow, while Obama carried Florida, Clinton lost it. Which brings us to an important question: Was Donald Trump just good enough to beat a bad Democratic opponent on Tuesday, or does he deserve far more credit? Could he, for instance, have competed with the vaunted Obama machine? The answer, somewhat shockingly, is yes.
A review of vote totals in the past two elections reveals that Trump 2016 would have defeated Obama 2012 in the electoral college. (Disclaimer: This obviously is an apples-to-oranges exercise because no two elections are the same, nor are any two electorates. Still, unlike debating whether the 2016 Cubs would defeat the 1927 Yankees, this is not an entirely abstract argument; a comparison of their respective performances in the country’s most competitive states shows Trump edging Obama in a hypothetical head-to-head matchup.) The math might seem impossible. After all, Obama won nearly 66 million votes in 2012; Trump is currently at 59.5 million and should finish around 60 million, which will actually be one million fewer votes than Mitt Romney won. How, then, could Trump have topped Obama in the electoral college? The answer: Republican turnout lagged in certain parts of the country but shot through the roof in the nation’s most critical battleground states. Let’s look at them individually, in descending order by population, and do the electoral-vote math. The 2016 totals aren’t yet final because not all precincts have reported.
FLORIDA — 29 EVs — 98 percent reporting
Obama 2012: 4,235,270
Clinton 2016: 4,485,745 TRENDING ON 100% Fed Up ",100percentfedup,fake
14,"BOOM! This Is How President Reagan Handled Protesters: ""Negotiate? What is there to negotiate?"" [Video] » 100percentfedUp.com","Copyright © 2016 100PercentFedUp.com, in association with Liberty Alliance | All rights reserved. Proudly built by WPDevelopers . STAY IN THE LOOP Sign up for our email newsletter to become a 100% Fed Up insider. Subscribe ",100percentfedup,fake
15,TRUMP SUPPORTER GOT NUTS On MSNBC Reporter Covering Anti-Trump Rioters [Video],Go to Article A Trump supporter wearing a Trump/Pence t-shirt let it fly on a reporter from MSNBC because of his one sided reporting and the demonizing of Trump. This is one brave woman! New Yorkers have had enough of the protests and violence! … @calmsnbc is having an interesting day. pic.twitter.com/EMelMQamAU,100percentfedup,fake
16,TOMI LAHREN Has Special Message For Celebrities Who Said They'd Move To Canada If Trump Won [VIDEO] » 100percentfedUp.com,"Copyright © 2016 100PercentFedUp.com, in association with Liberty Alliance | All rights reserved. Proudly built by WPDevelopers . STAY IN THE LOOP Sign up for our email newsletter to become a 100% Fed Up insider. Subscribe ",100percentfedup,fake
17,#BoycottComedian…ROBERT DENIRO Wanted “To Punch Trump In The Face”…Supports Anti-Trump Rioters…Now Wants Americans To Support His New Movie [VIDEO],"Go to Article Donald Trump was willing to give up a very fulfilling life that took decades to build, so he could step up and take control of an out of control government. He and his family have already sacrificed so much because he chose to put his country first. Making sacrifices is certainly not something loudmouth liberals like Robert DeNiro are accustomed to. DeNiro was very vocal about his opposition to the wildly successful business man Donald J. Trump. He felt so strongly about his hate for Trump that made a video where he angrily stated he’d like to, “punch him in the face.” Now that Trump won the election in a landslide, DeNiro has chosen to get behind the Trump rioters who are terrorizing cities across America. Anti-Trump rioters are breaking windows, using baseball bats to smash the windshields of innocent citizens who get trapped in their hellish protests as they try to escape. Women who are taking part in the protests are being punched in the faces by men who are also taking part in the George Soros funded protests. American flags are being burned and families who are walking in major cities are being subjected to the most vile and disgusting, hateful language and images imaginable. If this is the kind of America that Robert DiNero is openly supporting? And if so, why would any American pay to see his movie,”Comedian”?
Robert De Niro gave anti-Donald Trump protesters across the United States his backing Friday as he spoke about how “depressed” the tycoon’s win in the presidential election had made him.
The 73-year-old star was on the red carpet at the world premiere of his new film “The Comedian” in Los Angeles when he was asked how he was coping with Trump’s victory over Democratic rival Hillary Clinton.
“How am I doing? I’m very depressed,” the famously laconic “Raging Bull” actor told reporters.
“We have to just wait and see how things go and keep our eyes ever vigilant on the new government.”
Asked if he thought the protests were an appropriate response to the outcome of Tuesday’s election, he replied: “Yes, absolutely. Things aren’t being done right.”
Demonstrators took to the streets in Miami, Los Angeles, New York and other US cities for a third straight night on Friday.
In Manhattan, they held signs reading “Your Wall Can’t Stand in Our Way” — a reference to the anti-immigration barrier the billionaire has promised to build on the US border with Mexico.
De Niro hasn’t minced his words in his criticism of Trump, describing him as “a punk,” “a pig” and “an idiot.”
“I’d like to punch him in the face,” he said before the election.
Earlier in the day a town in southern Italy where De Niro’s grandparents came from offered the actor a means of escape.
“If, after the disappointment of Trump, he wants to take refuge here, we are ready to welcome him,” said Antonio Cerio, the mayor of Ferrazzano.
“The Comedian,” De Niro’s passion project which took him eight years to bring to the big screen, was part of this year’s program for the American Film Institute’s annual AFI Fest in Los Angeles. – Yahoo
Here’s a clip of Trump-hater Megyn Kelly promoting DiNero’s hateful rant against Donald J. Trump:  ",100percentfedup,fake
18,HE’S NEVER SOLD AN ORIGINAL PAINTING UNTIL NOW…And This One’s Going In The White House,"John McNaughton is a special American painter because of his subject matter and the intensity in which he portrays our current government…troubled and corrupt. The Forgotten Man painting is amazing in its symbolism.
Here’s how McNaughton describes the painting:
Against the background of a darkening sky, all of the past Presidents of the United States gather before the White House, as if to commemorate some great event. In the left hand corner of the painting sits a man. That man, with his head bowed appears distraught and hopeless as he contemplates his future. Some of the past Presidents try to console him while looking in the direction of the modern Presidents as if to say, “What have you done?” Many of these modern Presidents, seemingly oblivious to anything other than themselves, appear to be congratulating each other on their great accomplishments. In front of the man, paper trash is blowing in the wind. Crumpled dollar bills, legislative documents, and, like a whisper—the U.S. Constitution beneath the foot of Barack Obama.
THE FORGOTTEN MAN…
McNaughton never sells his original paintings BUT he made an exception this time. He sold this painting to Sean Hannity so Hannity could give it to Donald Trump. Awesome, huh?
November 9th McNaughton announced via facebook that he sold the original to Sean Hannity:
“Sean Hannity just purchased my painting “The Forgotten Man” to give to Donald Trump to hang in the White House”
THE WHITE HOUSE!",100percentfedup,fake
19,SORRY LIBERALS…You Can Stop With The Petitions…Hillary Did NOT Win The Popular Vote,"Go to Article Dear Abby, I supported a woman I knew had a history of criminal activity, who is married to a rapist and who left 4 men to die in Benghazi. She put our national security at grave risk by leaving top classified emails on her private server, and she took money from nations who throw gays off rooftops and treat women worse than cockroaches. She is likely very sick and would be unlikely to serve out her first term without someone there to prop her up, but nevertheless, I supported her anyhow, because she’s a Democrat and has a vagina. Someone told me she still has a chance of winning the presidency if I just signed a petition. They said that Trump really didn’t win, because Hillary won the popular vote. Is that true?
Okay, let’s address this “Hillary might win the popular vote, isn’t that Electoral College situation just awful” thing head on.
No, it’s not awful. It’s great, and it protects the importance of your vote. It’s also uniquely American and demonstrates yet again the once-in-creation brilliance of the Founding Fathers.
First of all, she’s probably not going to win the actual number of votes cast. She may win the number of votes counted, but not the votes cast.
States don’t count their absentee ballots unless the number of outstanding absentee ballots is larger than the state margin of difference. If there is a margin of 1,000 votes counted and there are 1,300 absentee ballots outstanding, then the state tabulates those. If the number of outstanding absentee ballots wouldn’t influence the election results, then the absentee ballots aren’t counted.
Who votes by absentee ballot? Students overseas, the military, businesspeople on trips, etc. The historical breakout for absentee ballots is about 67-33% Republican. In 2000, when Al Gore “won” the popular vote nationally by 500,000 votes and the liberal media screamed bloody murder, there were 2 million absentee ballots in California alone. A 67-33 breakout of those yields a 1.33- to 0.667-million Republican vote advantage, so Bush would have gotten a 667,000-vote margin from California’s uncounted absentee ballots alone! So much for Gore’s 500,000 popular vote “victory.” (That was the headline on the N.Y. Times, and it was the lead story on NBC Nightly News, right? No? You’re kidding.)
Getting back to the “win the popular vote/lose the Electoral College” scenario: Thank G-d we have that, or else California and N.Y. would determine every election. Every time.
But the Electoral College brilliantly smooths out the variances in the voting proclivities among states and regions. Farmers in the middle of the country and importers and exporters on the shore get roughly equal say, as do Madison Ave. execs and factory workers in Tennessee.
Shortcomings? Sure. The E.C. can make an R vote meaningless in a very few heavily D states or vice versa. But without the Electoral College, the country’s entire population is subject to the disproportionate voting preferences of the few most populous states. – American Thinker Comment on this Article Via Your Facebook Account Comment on this Article Via Your Disqus Account Follow Us on Facebook!",100percentfedup,fake
20,"MARK CUBAN: ""In The Event Donald Wins, I Have No Doubt The Market Tanks""…So Here's What Really Happened [VIDEO] » 100percentfedUp.com","Mark Cuban has made no secret of his dislike for Trump and his love for Crooked Hillary. Watch him tell FOX News’ Neil Cavuto (at 5:38 mark), “If Donald wins, I have no doubt the market tanks!” Well, that’s not exactly what happened now is it Cuban? So here’s what really happened:
Market Watch – U.S. stocks rallied Wednesday, with the Dow industrials jumping 257 points, led by a surge in financial, health-care and industrial stocks, as investors bet on the infrastructure spending policy promised by President-elect Donald Trump.
The Dow Jones Industrial Average DJIA, +1.40% gained as much as 316 points, briefly surpassing the all-time closing high set in August. The index closed 256.95 points, or 1.4%, higher at 18,589.69, its highest level since Aug. 18. Pfizer Inc. PFE, +7.07% and Caterpillar Inc CAT, +7.70% led the gains, rallying more than 7%. Way to go Cuban…you just reminded us of how little you know about economics or choosing the right candidate for President… Hope that loss didn’t cost you too much Cuban…Cheers! 46.4K shares ",100percentfedup,fake
21,TRUMP SUPPORTER Whose Brutal Beating By Black Mob Was Caught On Video Asks: “What Happened To America?” [VIDEO],"David Wilcox, a 49 year old Chicago man who was brutally beaten by a mob of black Democrats asks, “What happened to America?” Here is his very sad story:  ",100percentfedup,fake
22,WOW! WHITE Liberals Suggest Blacks Are Too Stupid To Get ID’s…Can’t Figure Out How To Use Internet [VIDEO],"Go to Article Filmmaker Ami Horowitz takes to the streets in Berkeley, CA to ask white liberals how they feel about voter ID laws? Do voter ID laws suppress the black vote? Are voter ID laws racist? Watch the stunning (and very telling) responses these elitist liberals give to Horowitz. Next, watch how black citizens in Harlem, NY reply to the racist generalizations made by white liberals in Berkeley, CA. Tell us again who the real racists are? Wow!  ",100percentfedup,fake
23,LOL! BRITISH WIFE Of LIB ACTOR Who Said: “There Will Never Be A President Donald Trump”…Warns Americans About President-Elect Trump [VIDEO],"Go to Article
Political activist and Hillary supporter Amal Clooney traveled to Texas to warn Americans about our elected President Donald J. Trump and his tough immigration policies. Maybe she didn’t get the memo…Trump’s tough immigration stance is what catapulted him to the top of the heap in the crowded pack of GOP primary contenders. It wasn’t too long ago that her arrogant liberal husband announced with great confidence, “There will never be a President Trump”.
Perhaps Amal should’ve traveled to some of the border towns if she wanted to get a clear picture of how illegal immigration is affecting our nation. Aliens crossing our borders illegally have destroyed the property of American ranchers, and threatened the safety and security of American citizens living in homes in or near the US -Mexican border towns…
Amal Clooney has warned that many of president-elect Trump’s proposals would be ‘violations of international law.’
Speaking at the Texas Conference For Women at the Austin Convention Center on Tuesday, the international human rights lawyer, and wife of George Clooney, said she had concerns about America’s reputation under the real estate mogul’s plans.
She noted that Trump’s comments during his campaign, ‘that there should be a religious test imposed on entering the U.S. or the fact that there should be state-sponsored torture or that families of suspected terrorists should all be killed — all of those things are violations of international human rights law and the values that underlie that.’
The 38-year-old wife said America’s reputation as a country with a strong human rights record and high moral standing was at risk.
‘I think there’s some concern from abroad as to, “Are these things actually going to happen?”, or is the U.S. going to lose some of the moral standing that it has internationally,’ according to the Hollywood Reporter.
Perhaps its time to put our nation’s security and sovereignty before we worry about what people in other countries around the world think of us…
Both Amal and her Hollywood actor husband George, a staunch Hillary Clinton supporter, have spoken out against Trump in the past.
Earlier this year, Amal Clooney called for Trump to be challenged on his extreme views.
Watch George Clooney here whine about press giving Trump too much favorable press:
‘When you listen to what the leading candidate on the Republican side has been saying about building walls, about excluding Mexicans and a complete shutdown of all Muslims entering in, and if you actually look at what he specifically said in that now infamous speech about Muslims, he kept saying, ‘They only want jihad. They don’t believe in our way of life. They don’t respect our system,” Clooney said. Via: Daily Mail  ",100percentfedup,fake
